HPA,Num_Missing,Percentage_Missing,Var_Intensity
HPA029198_SBA1_rep1,25,0.08305647840531562,0.0029389362433254167
HPA047839_SBA1_rep1,3,0.009966777408637873,0.006869027960608922
HPA029005_SBA1_rep1,1,0.0033222591362126247,0.006889350835425065
HPA049793_SBA1_rep1,2,0.006644518272425249,0.061084448605314326
HPA014245_SBA1_rep1,1,0.0033222591362126247,0.002609530389195908
HPA053793_SBA1_rep1,3,0.009966777408637873,0.00339177745553983
HPA059859_SBA1_rep1,25,0.08305647840531562,0.01356993603031943
HPA038097_SBA1_rep1,2,0.006644518272425249,0.00971627818056732
HPA061383_SBA1_rep1,43,0.14285714285714285,0.004417492070776903
HPA039325_SBA1_rep1,3,0.009966777408637873,0.008475720102312099
HPA041222_SBA1_rep1,10,0.03322259136212625,0.06414585771215711
HPA028906_SBA1_rep1,1,0.0033222591362126247,0.028840600355847523
HPA029635_SBA1_rep1,1,0.0033222591362126247,0.0016871048915808279
HPA064978_SBA1_rep1,1,0.0033222591362126247,0.0022607405049686474
HPA030868_SBA1_rep1,1,0.0033222591362126247,0.0019486569174816733
HPA068399_SBA1_rep1,1,0.0033222591362126247,0.0034545814477737933
HPA017916_SBA1_rep1,1,0.0033222591362126247,0.0031790459855636755
HPA036540_SBA1_rep1,1,0.0033222591362126247,0.006899781012827859
HPA037645_SBA1_rep1,1,0.0033222591362126247,0.004462969539252644
HPA074638_SBA1_rep1,2,0.006644518272425249,0.007896855808125514
HPA035982_SBA1_rep1,6,0.019933554817275746,0.010065625995396371
HPA040264_SBA1_rep1,1,0.0033222591362126247,0.004255556359238255
HPA048684_SBA1_rep1,2,0.006644518272425249,0.00564377432776329
HPA051856_SBA1_rep1,1,0.0033222591362126247,0.020420009788053445
HPA029304_SBA1_rep1,1,0.0033222591362126247,0.0046181719418122245
HPA029698_SBA1_rep1,9,0.029900332225913623,0.005751299939649589
HPA029058_SBA1_rep1,2,0.006644518272425249,0.010163696331634178
HPA035241_SBA1_rep1,2,0.006644518272425249,0.014349016405726788
HPA030929_SBA1_rep1,2,0.006644518272425249,0.005418888035367996
HPA005537_SBA1_rep1,1,0.0033222591362126247,0.0571611432762166
HPA053928_SBA1_rep1,11,0.036544850498338874,0.004442294717364163
HPA037756_SBA1_rep1,1,0.0033222591362126247,0.006745356229650707
HPA038892_SBA1_rep1,2,0.006644518272425249,0.0040949208951884565
HPA040692_SBA1_rep1,1,0.0033222591362126247,0.010704951823073695
HPA050069_SBA1_rep1,9,0.029900332225913623,0.010416007828650334
HPA030278_SBA1_rep1,2,0.006644518272425249,0.004510984214236493
HPA030048_SBA1_rep1,2,0.006644518272425249,0.006929626683861203
HPA001079_SBA1_rep1,1,0.0033222591362126247,0.00450716332862928
HPA028971_SBA1_rep1,1,0.0033222591362126247,0.0034984517189693004
HPA034607_SBA1_rep1,1,0.0033222591362126247,0.012418077850703797
HPA036107_SBA1_rep1,1,0.0033222591362126247,0.008280407713425798
HPA036302_SBA1_rep1,1,0.0033222591362126247,0.0034620862152010714
HPA034631_SBA1_rep1,2,0.006644518272425249,0.0027124716350343365
HPA038515_SBA1_rep1,3,0.009966777408637873,0.008125851270356059
HPA039291_SBA1_rep1,2,0.006644518272425249,0.005880362663864197
HPA016607_SBA1_rep1,1,0.0033222591362126247,0.10428982058864329
HPA041602_SBA1_rep1,1,0.0033222591362126247,0.003943843581007594
HPA056108_SBA1_rep1,2,0.006644518272425249,0.007806061767091816
HPA031265_SBA1_rep1,1,0.0033222591362126247,0.0028517637908768378
HPA030582_SBA1_rep1,1,0.0033222591362126247,0.011208093746720252
HPA003628_SBA1_rep1,2,0.006644518272425249,0.004462194490994387
HPA000898_SBA1_rep1,1,0.0033222591362126247,0.0032750805975974365
HPA031966_SBA1_rep1,1,0.0033222591362126247,0.00393191431237063
HPA059667_SBA1_rep1,1,0.0033222591362126247,0.005978875721361711
HPA061424_SBA1_rep1,1,0.0033222591362126247,0.012857870960488476
HPA037603_SBA1_rep1,1,0.0033222591362126247,0.05438206759669247
HPA039363_SBA1_rep1,1,0.0033222591362126247,0.010556820781562126
HPA040323_SBA1_rep1,2,0.006644518272425249,0.008416774537250014
HPA030420_SBA1_rep1,3,0.009966777408637873,0.0072285477416169286
HPA068400_SBA1_rep1,17,0.05647840531561462,0.01066786168983344
HPA030689_SBA1_rep1,9,0.029900332225913623,0.024455627447838624
HPA003903_SBA1_rep1,14,0.046511627906976744,0.005611039416526224
HPA001328_SBA1_rep1,47,0.15614617940199335,0.012761317565915862
HPA030899_SBA1_rep1,2,0.006644518272425249,0.019903831648010187
HPA036647_SBA1_rep1,17,0.05647840531561462,0.007570572915878847
HPA071177_SBA1_rep1,21,0.06976744186046512,0.006860817322138174
HPA075088_SBA1_rep1,2,0.006644518272425249,0.008475027374020935
HPA059367_SBA1_rep1,2,0.006644518272425249,0.014473528808574058
HPA048592_SBA1_rep1,2,0.006644518272425249,0.005973258856139688
HPA063737_SBA1_rep1,2,0.006644518272425249,0.004792161551264514
HPA064954_SBA1_rep1,1,0.0033222591362126247,0.002854577375680021
HPA066229_SBA1_rep1,3,0.009966777408637873,0.012707845667138139
HPA068768_SBA1_rep1,158,0.5249169435215947,0.047618544960861
HPA069515_SBA1_rep1,52,0.17275747508305647,0.012232093752105577
HPA050459_SBA1_rep1,2,0.006644518272425249,0.003475614317818999
HPA056838_SBA1_rep1,2,0.006644518272425249,0.006288643611844953
HPA059806_SBA1_rep1,269,0.893687707641196,0.07105679556483711
HPA001818_SBA1_rep1,90,0.29900332225913623,0.00843205435553204
HPA057792_SBA1_rep1,2,0.006644518272425249,0.0038533675404783256
HPA004182_SBA1_rep1,1,0.0033222591362126247,0.004604610525066539
HPA017959_SBA1_rep1,1,0.0033222591362126247,0.00427280648057891
HPA063793_SBA1_rep1,1,0.0033222591362126247,0.010729946875619912
HPA064946_SBA1_rep1,1,0.0033222591362126247,0.004625048228873724
HPA066703_SBA1_rep1,1,0.0033222591362126247,0.02734166345639568
HPA069327_SBA1_rep1,2,0.006644518272425249,0.0036109287720144556
HPA007119_SBA1_rep1,1,0.0033222591362126247,0.0025232238508960656
HPA070841_SBA1_rep1,3,0.009966777408637873,0.003944355484320662
HPA069474_SBA1_rep1,2,0.006644518272425249,0.0036096493199434263
HPA006360_SBA1_rep1,106,0.3521594684385382,0.004865678093319731
HPA066095_SBA1_rep1,6,0.019933554817275746,0.007489974748100098
HPA071883_SBA1_rep1,2,0.006644518272425249,0.004310095258724888
HPA062683_SBA1_rep1,2,0.006644518272425249,0.0374981033675958
HPA075911_SBA1_rep1,3,0.009966777408637873,0.027518014081551283
HPA012047_SBA1_rep1,1,0.0033222591362126247,0.004629370648072642
HPA066795_SBA1_rep1,2,0.006644518272425249,0.004542487532998889
HPA069320_SBA1_rep1,2,0.006644518272425249,0.0017327352070329975
HPA068951_SBA1_rep1,2,0.006644518272425249,0.018774455154829926
HPA072123_SBA1_rep1,3,0.009966777408637873,0.00400755808763618
HPA067760_SBA1_rep1,1,0.0033222591362126247,0.00484455311369027
HPA075175_SBA1_rep1,4,0.013289036544850499,0.021696126353977517
HPA001914_SBA1_rep1,2,0.006644518272425249,0.0029195929794726457
HPA053905_SBA1_rep1,2,0.006644518272425249,0.00339869280304202
HPA060030_SBA1_rep1,1,0.0033222591362126247,0.003912239021922876
HPA063011_SBA1_rep1,1,0.0033222591362126247,0.0028689019635644224
HPA064207_SBA1_rep1,2,0.006644518272425249,0.013142520637615198
HPA004749_SBA1_rep1,1,0.0033222591362126247,0.002469160524451922
HPA066836_SBA1_rep1,1,0.0033222591362126247,0.014656563003909268
HPA050392_SBA1_rep1,2,0.006644518272425249,0.0046052577495079745
HPA069609_SBA1_rep1,2,0.006644518272425249,0.0036592404259520902
HPA072453_SBA1_rep1,3,0.009966777408637873,0.010014181468510857
HPA073138_SBA1_rep1,1,0.0033222591362126247,0.004062619892951673
HPA077546_SBA1_rep1,3,0.009966777408637873,0.02182139962395442
HPA052621_SBA1_rep1,2,0.006644518272425249,0.010385508641952942
HPA003941_SBA1_rep1,1,0.0033222591362126247,0.0030064695914266363
HPA054811_SBA1_rep1,1,0.0033222591362126247,0.0035250369791858267
HPA040652_SBA1_rep1,30,0.09966777408637874,0.010767286750883086
HPA062890_SBA1_rep1,1,0.0033222591362126247,0.0032492518436270704
HPA006554_SBA1_rep1,2,0.006644518272425249,0.003222485950758897
HPA063142_SBA1_rep1,1,0.0033222591362126247,0.004096503108906528
HPA067430_SBA1_rep1,1,0.0033222591362126247,0.006583257229036384
HPA007305_SBA1_rep1,2,0.006644518272425249,0.005925132125153044
HPA070467_SBA1_rep1,4,0.013289036544850499,0.003354203548956767
HPA066302_SBA1_rep1,2,0.006644518272425249,0.016854557830426522
HPA068925_SBA1_rep1,1,0.0033222591362126247,0.005440458381213517
HPA077678_SBA1_rep1,59,0.19601328903654486,0.02283016563440177
HPA057142_SBA1_rep1,9,0.029900332225913623,0.012116517177596726
HPA068812_SBA1_rep1,4,0.013289036544850499,0.007211121653516174
HPA061223_SBA1_rep1,2,0.006644518272425249,0.01713238616476402
HPA063247_SBA1_rep1,2,0.006644518272425249,0.004626143578494838
HPA063202_SBA1_rep1,1,0.0033222591362126247,0.0061356058680332864
HPA017917_SBA1_rep1,2,0.006644518272425249,0.015995997061581033
HPA067889_SBA1_rep1,4,0.013289036544850499,0.0028021961725477286
HPA077243_SBA1_rep1,3,0.009966777408637873,0.037596337654550616
HPA007494_SBA1_rep1,2,0.006644518272425249,0.00607802413257266
HPA050811_SBA1_rep1,2,0.006644518272425249,0.039367517559440734
HPA029207_SBA1_rep1,2,0.006644518272425249,0.0022668770915190714
HPA031162_SBA1_rep1,1,0.0033222591362126247,0.013724495862712023
HPA052799_SBA1_rep1,1,0.0033222591362126247,0.0022978650516144996
HPA015601_SBA1_rep1,1,0.0033222591362126247,0.009648256190516003
HPA034492_SBA1_rep1,1,0.0033222591362126247,0.02720657545838381
HPA039227_SBA1_rep1,2,0.006644518272425249,0.005628754977410704
HPA039695_SBA1_rep1,3,0.009966777408637873,0.002762827282418372
HPA043368_SBA1_rep1,2,0.006644518272425249,0.003558378143176936
HPA044090_SBA1_rep1,4,0.013289036544850499,0.0062236393435212665
HPA017172_SBA1_rep1,14,0.046511627906976744,0.00807658721316263
HPA024006_SBA1_rep1,2,0.006644518272425249,0.0019314388710649597
HPA027045_SBA1_rep1,1,0.0033222591362126247,0.0023028847500039273
HPA060740_SBA1_rep1,1,0.0033222591362126247,0.004675818858055432
HPA030443_SBA1_rep1,2,0.006644518272425249,0.007472862349328884
HPA034749_SBA1_rep1,1,0.0033222591362126247,0.002193161386561575
HPA036898_SBA1_rep1,2,0.006644518272425249,0.004031829754941078
HPA038241_SBA1_rep1,2,0.006644518272425249,0.007802889526210906
HPA066235_SBA1_rep1,2,0.006644518272425249,0.00482914230102255
HPA041551_SBA1_rep1,1,0.0033222591362126247,0.004277446458811054
HPA043766_SBA1_rep1,1,0.0033222591362126247,0.06836861982245435
HPA044810_SBA1_rep1,2,0.006644518272425249,0.0034865043777604025
HPA046710_SBA1_rep1,2,0.006644518272425249,0.004376276086633729
HPA024554_SBA1_rep1,3,0.009966777408637873,0.00857704008156511
HPA069328_SBA1_rep1,1,0.0033222591362126247,0.004875574036736336
HPA072674_SBA1_rep1,1,0.0033222591362126247,0.012235115832305358
HPA030877_SBA1_rep1,2,0.006644518272425249,0.008013862400529636
HPA035578_SBA1_rep1,2,0.006644518272425249,0.004753905486773763
HPA036082_SBA1_rep1,2,0.006644518272425249,0.011679757346179726
HPA038484_SBA1_rep1,2,0.006644518272425249,0.0029724492490722314
HPA040066_SBA1_rep1,1,0.0033222591362126247,0.00373337612042802
HPA075782_SBA1_rep1,2,0.006644518272425249,0.0278378147755004
HPA042455_SBA1_rep1,1,0.0033222591362126247,0.006737303888640353
HPA045218_SBA1_rep1,1,0.0033222591362126247,0.0024426004344315073
HPA046739_SBA1_rep1,1,0.0033222591362126247,0.0032535996428648124
HPA013398_SBA1_rep1,4,0.013289036544850499,0.0029919765448070605
HPA051369_SBA1_rep1,1,0.0033222591362126247,0.04732983584278576
HPA029752_SBA1_rep1,1,0.0033222591362126247,0.006610639362358606
HPA055938_SBA1_rep1,1,0.0033222591362126247,0.005930192865075819
HPA036287_SBA1_rep1,1,0.0033222591362126247,0.2391161822518103
HPA060756_SBA1_rep1,2,0.006644518272425249,0.004685088886405291
HPA011138_SBA1_rep1,1,0.0033222591362126247,0.005272157961347245
HPA040520_SBA1_rep1,1,0.0033222591362126247,0.005366214173122347
HPA041755_SBA1_rep1,1,0.0033222591362126247,0.013086937889467402
HPA044750_SBA1_rep1,1,0.0033222591362126247,0.03811423234110376
HPA064293_SBA1_rep1,1,0.0033222591362126247,0.006074605131650256
HPA046846_SBA1_rep1,2,0.006644518272425249,0.004654492257099567
HPA017864_SBA1_rep1,2,0.006644518272425249,0.02721166280341348
HPA008315_SBA1_rep1,2,0.006644518272425249,0.005697490389018834
HPA021760_SBA1_rep1,1,0.0033222591362126247,0.004356674146845864
HPA034544_SBA1_rep1,2,0.006644518272425249,0.0025698236065505166
HPA035675_SBA1_rep1,1,0.0033222591362126247,0.0033066190545074812
HPA037646_SBA1_rep1,1,0.0033222591362126247,0.0047675611225476665
HPA038751_SBA1_rep1,1,0.0033222591362126247,0.0032902633978150147
HPA021939_SBA1_rep1,2,0.006644518272425249,0.004147094756970634
HPA042953_SBA1_rep1,1,0.0033222591362126247,0.007739426730184256
HPA023542_SBA1_rep1,1,0.0033222591362126247,0.010839053247047092
HPA023739_SBA1_rep1,1,0.0033222591362126247,0.16585423129567634
HPA046930_SBA1_rep1,1,0.0033222591362126247,0.012010353604096444
HPA026481_SBA1_rep1,1,0.0033222591362126247,0.01259265771915499
HPA027806_SBA1_rep1,1,0.0033222591362126247,0.13230090168848974
HPA027873_SBA1_rep1,1,0.0033222591362126247,0.0033774617027636706
HPA008853_SBA1_rep1,1,0.0033222591362126247,0.09579396041207737
HPA024190_SBA1_rep1,1,0.0033222591362126247,0.007310806116979936
HPA036405_SBA1_rep1,1,0.0033222591362126247,0.0031869489645621587
HPA026918_SBA1_rep1,1,0.0033222591362126247,0.006927355400292701
HPA040809_SBA1_rep1,1,0.0033222591362126247,0.010086256898322456
HPA076029_SBA1_rep1,2,0.006644518272425249,0.011004804616090385
HPA029718_SBA1_rep1,2,0.006644518272425249,0.00676303929408666
HPA031069_SBA1_rep1,1,0.0033222591362126247,0.003920996838639437
HPA030401_SBA1_rep1,1,0.0033222591362126247,0.004135956147097978
HPA028420_SBA1_rep1,2,0.006644518272425249,0.05518414501114901
HPA035802_SBA1_rep1,1,0.0033222591362126247,0.0038387565810952236
HPA035615_SBA1_rep1,4,0.013289036544850499,0.009252949344414296
HPA036074_SBA1_rep1,1,0.0033222591362126247,0.003491527424674046
HPA038013_SBA1_rep1,2,0.006644518272425249,0.0024183269317789857
HPA037429_SBA1_rep1,3,0.009966777408637873,0.03251018088682905
HPA039464_SBA1_rep1,12,0.03986710963455149,0.0036252461908918366
HPA041082_SBA1_rep1,8,0.026578073089700997,0.0074411836854723825
HPA041390_SBA1_rep1,60,0.19933554817275748,0.010920422081943444
HPA029853_SBA1_rep1,2,0.006644518272425249,0.014979828774266572
HPA031060_SBA1_rep1,2,0.006644518272425249,0.004055797889041322
HPA030505_SBA1_rep1,1,0.0033222591362126247,0.016612183926788978
HPA032022_SBA1_rep1,1,0.0033222591362126247,0.012487846072387518
HPA035301_SBA1_rep1,2,0.006644518272425249,0.003990004696881351
HPA036325_SBA1_rep1,2,0.006644518272425249,0.004464545423282039
HPA037539_SBA1_rep1,1,0.0033222591362126247,0.0036559001374412542
HPA038283_SBA1_rep1,1,0.0033222591362126247,0.005217240429030974
HPA038059_SBA1_rep1,1,0.0033222591362126247,0.0026924828828569177
HPA001474_SBA1_rep1,2,0.006644518272425249,0.003600351094873132
HPA039480_SBA1_rep1,2,0.006644518272425249,0.0031958789259663345
HPA041598_SBA1_rep1,2,0.006644518272425249,0.005296748098823537
HPA001909_SBA1_rep1,2,0.006644518272425249,0.00495664986059217
HPA003901_SBA1_rep1,0,0.0,0.004441065930636592
HPA061286_SBA1_rep1,2,0.006644518272425249,0.0020391392168109986
HPA002891_SBA1_rep1,1,0.0033222591362126247,0.005935266120317056
HPA004426_SBA1_rep1,2,0.006644518272425249,0.006849738107511276
HPA065978_SBA1_rep1,1,0.0033222591362126247,0.004072174671324066
HPA018534_SBA1_rep1,2,0.006644518272425249,0.003033199605338914
HPA018479_SBA1_rep1,1,0.0033222591362126247,0.1036115580665986
HPA006198_SBA1_rep1,1,0.0033222591362126247,0.003060148034465932
HPA072754_SBA1_rep1,1,0.0033222591362126247,0.0021649996097578136
HPA006313_SBA1_rep1,2,0.006644518272425249,0.0023444015655819696
HPA078003_SBA1_rep1,4,0.013289036544850499,0.026405580214053176
HPA019885_SBA1_rep1,29,0.09634551495016612,0.004682018626737648
HPA057179_SBA1_rep1,2,0.006644518272425249,0.004728378774644869
HPA000635_SBA1_rep1,2,0.006644518272425249,0.005949720571512441
HPA063324_SBA1_rep1,1,0.0033222591362126247,0.00408186694492499
HPA064998_SBA1_rep1,1,0.0033222591362126247,0.004299893963023511
HPA022271_SBA1_rep1,2,0.006644518272425249,0.0030612294053914586
HPA067869_SBA1_rep1,1,0.0033222591362126247,0.0275730213708469
HPA069570_SBA1_rep1,2,0.006644518272425249,0.05103928322868182
HPA071203_SBA1_rep1,2,0.006644518272425249,0.004429592603814415
HPA073031_SBA1_rep1,2,0.006644518272425249,0.004573519601508998
HPA067758_SBA1_rep1,2,0.006644518272425249,0.0034490118691732747
HPA023342_SBA1_rep1,2,0.006644518272425249,0.006091685670976245
HPA024661_SBA1_rep1,1,0.0033222591362126247,0.006708467121107548
HPA008422_SBA1_rep1,1,0.0033222591362126247,0.0026282676879835765
HPA009025_SBA1_rep1,1,0.0033222591362126247,0.008580125162186597
HPA035143_SBA1_rep1,1,0.0033222591362126247,0.0026650784554396053
HPA036305_SBA1_rep1,1,0.0033222591362126247,0.04106463470678369
HPA034743_SBA1_rep1,1,0.0033222591362126247,0.0028826009721908945
HPA024032_SBA1_rep1,1,0.0033222591362126247,0.004479655862529833
HPA041370_SBA1_rep1,1,0.0033222591362126247,0.003089886410973455
HPA043322_SBA1_rep1,1,0.0033222591362126247,0.004126727395817463
HPA044682_SBA1_rep1,2,0.006644518272425249,0.004627817476986962
HPA045563_SBA1_rep1,2,0.006644518272425249,0.006441181966375332
HPA027305_SBA1_rep1,3,0.009966777408637873,0.005362492964749212
HPA026720_SBA1_rep1,2,0.006644518272425249,0.03364447401969118
HPA028383_SBA1_rep1,1,0.0033222591362126247,0.00751665550699966
HPA010634_SBA1_rep1,1,0.0033222591362126247,0.004307583361564091
HPA010088_SBA1_rep1,7,0.023255813953488372,0.0043441303675834965
HPA036992_SBA1_rep1,1,0.0033222591362126247,0.016492648575531833
HPA001335_SBA1_rep1,2,0.006644518272425249,0.0032621386893142497
HPA038789_SBA1_rep1,1,0.0033222591362126247,0.0028348423774149107
HPA001425_SBA2_rep1,0,0.0,0.010549913145515248
HPA000980_SBA2_rep1,0,0.0,0.010570827462808055
HPA004428_SBA2_rep1,0,0.0,0.2764237619174706
HPA000293_SBA2_rep1,0,0.0,0.012732659300762578
HPA009433_SBA2_rep1,0,0.0,0.006171830036811359
HPA012014_SBA2_rep1,0,0.0,0.004050932477697058
HPA013949_SBA2_rep1,0,0.0,0.07976366288529042
HPA017087_SBA2_rep1,1,0.0033222591362126247,0.022981797423906332
HPA019371_SBA2_rep1,0,0.0,0.34452598169703974
HPA021808_SBA2_rep1,1,0.0033222591362126247,0.015886317591615594
HPA025735_SBA2_rep1,4,0.013289036544850499,0.01997971488494565
HPA027614_SBA2_rep1,1,0.0033222591362126247,0.01369993619803524
HPA001426_SBA2_rep1,0,0.0,0.23160294289593067
HPA001252_SBA2_rep1,0,0.0,0.022091167584397366
HPA005750_SBA2_rep1,0,0.0,0.020732816511945164
HPA003014_SBA2_rep1,0,0.0,0.006173402174793735
HPA010919_SBA2_rep1,0,0.0,0.006925788645058234
HPA012720_SBA2_rep1,0,0.0,0.007922390540390066
HPA014404_SBA2_rep1,0,0.0,0.011106476984335003
HPA017430_SBA2_rep1,0,0.0,0.012951871500058665
HPA019467_SBA2_rep1,0,0.0,0.044754593333848486
HPA023238_SBA2_rep1,0,0.0,0.02113263945177325
HPA025958_SBA2_rep1,0,0.0,0.04132013816313616
HPA028487_SBA2_rep1,0,0.0,0.0031668758219812847
HPA030278_SBA2_rep1,0,0.0,0.04089353620936442
HPA001820_SBA2_rep1,0,0.0,0.2629889755663596
HPA007338_SBA2_rep1,0,0.0,0.43698991535634407
HPA007987_SBA2_rep1,0,0.0,0.006575860195033784
HPA011316_SBA2_rep1,0,0.0,0.02203404343438812
HPA012323_SBA2_rep1,0,0.0,0.007687615867184707
HPA014572_SBA2_rep1,0,0.0,0.009629978760061553
HPA017377_SBA2_rep1,0,0.0,0.1113616976727659
HPA020092_SBA2_rep1,0,0.0,0.9605175967244877
HPA022840_SBA2_rep1,0,0.0,0.01163687827775986
HPA026681_SBA2_rep1,0,0.0,0.031636463135050655
HPA027852_SBA2_rep1,0,0.0,0.011418650717769228
HPA003246_SBA2_rep1,0,0.0,0.025369013456099643
HPA004932_SBA2_rep1,0,0.0,0.009429768451615972
HPA006700_SBA2_rep1,0,0.0,0.004074197280995493
HPA008188_SBA2_rep1,0,0.0,0.0018942994925722763
HPA011220_SBA2_rep1,0,0.0,0.001608975595758457
HPA012107_SBA2_rep1,0,0.0,0.0074635043385255055
HPA016421_SBA2_rep1,0,0.0,0.004173406050645093
HPA018803_SBA2_rep1,0,0.0,0.014121586976813604
HPA021282_SBA2_rep1,0,0.0,0.5402653441649654
HPA022128_SBA2_rep1,1,0.0033222591362126247,0.029114299153254784
HPA026810_SBA2_rep1,0,0.0,0.00648763596419111
HPA029501_SBA2_rep1,0,0.0,0.010509474801034176
HPA003440_SBA2_rep1,0,0.0,0.061997791407395406
HPA005131_SBA2_rep1,0,0.0,0.4344566651977966
HPA006632_SBA2_rep1,0,0.0,0.103471178897423
HPA008338_SBA2_rep1,0,0.0,0.00887785764779198
HPA012130_SBA2_rep1,0,0.0,0.6250891369591394
HPA012531_SBA2_rep1,0,0.0,0.06441528636830585
HPA016800_SBA2_rep1,0,0.0,0.01687216073291955
